"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Eduardo Escobar","Diamondbacks","141","634","575","150","31","6","24","79","84","47","118","3","1",".260",".319",".459",".778",".328","324.7","6153"
"Matt Carpenter","Cardinals","55","248","209","47","11","1","9","31","30","34","65","1","1",".223",".338",".416",".754",".328","557.6","8090"
"Ty France","Mariners","107","452","402","101","20","1","16","52","54","32","96","2","1",".252",".328",".428",".756",".327","333.2","17982"
"Asdrubal Cabrera","","84","364","320","80","17","1","13","44","46","34","77","1","0",".251",".325",".434",".759",".327","518.7","4962"
"Austin Riley","Braves","144","654","595","149","32","2","30","81","93","47","184","2","1",".250",".311",".459",".770",".326","211.4","18360"
"Alec Bohm","Phillies","139","633","571","152","28","3","18","78","75","51","121","5","2",".267",".331",".421",".752",".324","999.0","21618"
"Kyle Seager","Mariners","149","631","555","133","29","1","25","72","78","62","111","4","2",".240",".322",".433",".755",".324","264.1","9785"
"Yoshitomo Tsutsugo","Rays","63","271","234","52","11","1","12","32","36","34","78","0","0",".223",".324",".425",".749",".323","495.0","27459"
"Jeimer Candelario","Tigers","147","632","557","134","31","4","21","74","73","64","148","3","1",".240",".325",".420",".745",".322","254.3","13621"
"Jedd Gyorko","","53","231","204","48","7","0","11","28","31","23","57","1","0",".236",".316",".432",".749",".322","590.4","10816"
"Colin Moran","Pirates","141","626","565","145","28","1","21","70","79","52","141","1","0",".257",".322",".425",".746",".321","426.1","16909"
"Renato Nunez","","109","469","420","99","19","1","22","57","63","38","125","1","0",".236",".308",".440",".748",".320","428.5","14503"
"Tommy Edman","Cardinals","117","526","479","127","24","5","12","67","54","36","94","13","3",".265",".322",".412",".734",".318","131.4","19470"
"David Fletcher","Angels","151","652","592","165","31","3","9","78","62","50","68","8","3",".279",".338",".385",".723",".317","226.5","17992"
"Miguel Andujar","Yankees","10","42","39","10","2","0","1","5","5","2","7","0","0",".258",".305",".435",".740",".315","516.0","15878"
"Giovanny Urshela","Yankees","146","634","581","152","28","1","20","74","74","42","107","1","0",".261",".315",".417",".732",".315","158.8","10681"
"Isaac Paredes","Tigers","112","480","431","110","23","1","11","51","52","37","73","1","1",".256",".324",".397",".720",".313","541.6","20036"
"Christian Arroyo","Red Sox","65","279","254","65","14","1","9","34","32","19","62","2","1",".254",".313",".416",".729",".313","598.4","16434"
"Maikel Franco","","113","490","448","111","20","1","20","56","64","35","76","1","0",".248",".304",".432",".736",".313","442.0","12179"
"Travis Shaw","","75","322","279","60","12","1","13","38","40","38","86","2","1",".217",".314",".405",".719",".312","561.9","11982"
"David Bote","Cubs","102","465","411","96","19","2","15","56","53","45","124","5","2",".233",".317",".399",".716",".310","502.8","14593"
"Evan Longoria","Giants","110","497","454","113","23","2","16","58","60","33","102","3","1",".249",".305",".416",".721",".309","427.3","9368"
"Andy Young","Diamondbacks","26","117","104","24","5","1","4","14","14","8","32","1","0",".231",".306",".406",".712",".309","999.0","19521"
"Todd Frazier","","92","399","350","78","15","1","15","48","46","38","94","4","1",".223",".310",".397",".707",".308","600.6","785"
"Jake Lamb","","89","385","331","70","14","2","14","46","43","47","110","2","1",".212",".316",".389",".705",".308","596.5","13329"
"Matt Duffy","Cubs","24","111","99","26","5","0","1","12","10","9","18","1","1",".263",".333",".363",".696",".307","999.0","13836"
"Carter Kieboom","Nationals","115","526","465","112","22","1","13","60","56","51","133","3","1",".242",".323",".379",".701",".307","462.1","19958"
"Daniel Robertson","Brewers","49","219","190","45","9","1","5","25","21","22","51","1","1",".234",".329",".358",".688",".306","999.0","14145"
"Abraham Toro","Astros","18","77","69","16","4","0","2","9","9","6","17","1","0",".234",".309",".399",".707",".306","598.6","19844"
"Wyatt Mathisen","Diamondbacks","32","146","129","29","6","1","4","17","16","13","41","0","0",".229",".312",".385",".697",".305","999.0","14555"
"Sherten Apostel","Rangers","10","41","37","8","1","0","1","5","5","4","12","0","0",".231",".307",".396",".702",".305","999.0","21794"
"Taylor Ward","Angels","45","196","173","41","7","1","5","23","20","20","50","2","1",".235",".319",".375",".695",".305","600.9","17548"
"Johan Camargo","Braves","44","198","182","45","9","1","6","22","24","14","43","0","0",".247",".303",".405",".707",".304","594.5","14950"
"Edwin Rios","Dodgers","105","483","440","98","22","1","21","59","65","34","166","1","1",".224",".287",".426",".713",".304","335.2","18316"
"Alex Blandino","Reds","31","139","120","27","6","0","3","16","13","15","38","1","0",".223",".321",".361",".682",".303","999.0","16271"
"Pablo Sandoval","","18","81","73","18","3","0","3","9","10","6","18","0","0",".239",".300",".403",".704",".303","999.0","5409"
"Matt Thaiss","Angels","19","84","75","17","4","0","3","10","9","8","20","0","0",".227",".307",".382",".689",".301","999.0","19318"
"Isiah Kiner-Falefa","Rangers","141","596","538","139","24","3","9","66","51","41","97","12","5",".258",".320",".365",".685",".301","293.7","16512"
"Rio Ruiz","Orioles","120","504","454","104","21","1","16","54","54","44","113","2","1",".229",".298",".389",".687",".297","522.7","14103"
"Hanser Alberto","","52","219","207","56","10","1","3","22","22","7","24","2","1",".269",".299",".377",".677",".293","529.7","11902"
"Zach Green","","10","44","39","8","2","0","2","5","6","3","16","0","0",".208",".282",".396",".678",".292","999.0","14973"
"Kyle Farmer","Reds","70","314","289","68","16","1","8","35","34","19","72","3","1",".236",".290",".385",".675",".291","999.0","14813"
"Phillip Evans","Pirates","87","389","352","83","18","1","8","39","38","30","70","2","1",".235",".300",".361",".662",".290","999.0","12950"
"Greg Garcia","","24","105","90","20","4","0","1","11","8","12","26","1","0",".225",".327",".313",".640",".290","999.0","10951"
"Ehire Adrianza","","24","110","99","23","5","0","2","12","10","9","24","1","0",".235",".302",".349",".651",".286","597.8","8418"
"Luis Guillorme","Mets","76","347","308","73","13","1","4","37","29","34","68","3","1",".238",".316",".323",".639",".286","600.7","16451"
"Yolmer Sanchez","Orioles","71","299","270","64","13","2","4","32","23","23","64","4","2",".238",".303",".343",".646",".285","596.1","11602"
"Brandon Drury","Mets","19","89","81","18","4","0","2","9","10","6","22","0","0",".225",".285",".365",".650",".282","999.0","11615"
"Vimael Machin","Athletics","52","221","196","45","9","1","3","21","18","21","39","1","0",".231",".306",".327",".634",".280","999.0","17684"
"Yu-Cheng Chang","Indians","6","28","25","5","1","0","1","3","3","2","8","0","0",".210",".284",".354",".638",".279","600.1","14773"
"Kelvin Gutierrez","Royals","6","27","25","6","1","0","0","3","2","2","7","0","0",".234",".291",".342",".633",".279","999.0","17468"
"Sergio Alcantara","Tigers","8","35","31","7","1","0","0","3","3","3","7","0","0",".230",".295",".317",".613",".273","999.0","16417"
"Ronald Torreyes","","18","81","76","18","3","0","1","8","7","3","11","0","0",".238",".272",".329",".601",".262","999.0","11400"
