"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Freddie Freeman","Braves","157","712","605","183","39","3","34","108","108","93","124","7","3",".302",".400",".545",".945",".397","12.1","5361"
"Cody Bellinger","Dodgers","151","691","594","166","35","3","40","110","109","88","130","15","4",".280",".373",".555",".928",".386","15.9","15998"
"Anthony Rizzo","Cubs","157","716","605","163","31","3","30","99","95","82","105","7","3",".269",".376",".477",".852",".366","103.3","3473"
"Luke Voit","Yankees","141","613","535","141","23","1","34","88","88","63","151","0","0",".264",".351",".500",".850",".362","58.8","14811"
"Rhys Hoskins","Phillies","141","640","533","129","27","2","33","91","92","91","148","3","1",".242",".361",".485",".846",".362","162.9","16472"
"Paul Goldschmidt","Cardinals","151","679","577","156","27","2","28","94","88","90","149","5","2",".270",".371",".470",".841",".361","96.8","9218"
"Max Muncy","Dodgers","146","669","558","136","25","2","34","98","94","98","167","3","1",".243",".362",".477",".839",".360","93.7","13301"
"Pete Alonso","Mets","149","679","590","148","28","1","42","96","109","69","173","2","1",".251",".343",".513",".856",".360","57.0","19251"
"Josh Bell","Nationals","136","622","542","143","27","3","29","84","90","70","130","2","1",".264",".351",".485",".836",".353","161.8","13145"
"Jose Abreu","White Sox","154","661","599","166","31","2","32","87","98","43","137","2","1",".278",".337",".499",".835",".353","36.5","15676"
"Joey Votto","Reds","154","696","587","152","31","2","22","92","79","97","133","4","1",".260",".368",".430",".798",".348","360.4","4314"
"Daniel Vogelbach","Brewers","104","468","393","94","17","1","22","60","63","67","107","0","0",".240",".354",".451",".805",".347","573.0","14130"
"Matt Olson","Athletics","146","620","536","127","26","1","35","82","90","72","166","2","1",".237",".334",".485",".819",".347","84.9","14344"
"Brandon Belt","Giants","126","570","484","119","27","4","20","75","69","77","124","4","1",".246",".352",".442",".794",".343","389.4","10264"
"Trey Mancini","Orioles","123","517","464","124","21","2","22","66","65","44","117","1","0",".267",".335",".465",".800",".342","167.8","15149"
"C.J. Cron","Tigers","120","518","461","114","21","1","27","67","74","40","127","2","1",".247",".322",".469",".791",".337","418.5","12546"
"Wil Myers","Padres","144","655","582","143","30","2","31","91","88","64","189","17","4",".245",".324",".462",".785",".335","127.1","10047"
"Dominic Smith","Mets","133","606","547","142","32","1","24","77","81","48","138","3","1",".260",".325",".457",".782",".334","101.7","15653"
"Christian Walker","Diamondbacks","143","642","572","144","33","3","27","83","86","57","155","5","2",".252",".326",".459",".784",".334","202.8","13419"
"Wilmer Flores","Giants","71","322","294","80","15","1","13","39","44","21","45","1","0",".273",".325",".459",".784",".334","313.7","5827"
"Rowdy Tellez","Blue Jays","100","434","389","97","21","1","21","56","61","37","100","2","1",".250",".320",".467",".787",".334","266.0","15679"
"Ji-Man Choi","Rays","107","459","392","95","21","1","17","56","57","58","108","2","1",".242",".343",".428",".771",".334","530.4","5452"
"Jesus Aguilar","Marlins","134","601","529","133","25","1","25","71","78","59","131","0","0",".251",".331",".442",".773",".332","318.3","11342"
"Carlos Santana","Royals","144","609","513","121","24","2","21","72","71","88","95","2","1",".237",".349",".414",".763",".332","289.6","2396"
"Hunter Dozier","Royals","144","609","542","134","29","4","23","74","76","60","157","5","2",".247",".325",".444",".768",".330","234.2","15117"
"Jared Walsh","Angels","112","484","433","106","23","1","22","62","66","42","134","1","0",".243",".316",".457",".773",".330","211.2","18607"
"Nate Lowe","Rangers","123","521","457","115","23","1","18","61","61","56","134","1","1",".251",".336",".429",".764",".330","327.4","19566"
"Garrett Cooper","Marlins","100","449","405","107","21","1","15","52","55","36","107","1","0",".265",".330",".432",".763",".329","434.6","15279"
"Matt Carpenter","Cardinals","55","248","209","47","11","1","9","31","30","34","65","1","1",".223",".338",".416",".754",".328","557.6","8090"
"Ryan Mountcastle","Orioles","138","579","537","143","30","2","22","68","71","32","137","3","1",".267",".312",".450",".762",".324","140.1","18373"
"Ian Desmond","Rockies","105","470","423","110","20","3","16","60","55","35","117","11","3",".259",".319",".432",".751",".323","557.2","6885"
"Edwin Encarnacion","","58","252","220","48","8","0","13","32","35","26","64","1","0",".220",".310",".440",".750",".322","591.3","2151"
"Mike Ford","Yankees","29","127","111","26","5","0","5","16","16","13","25","0","0",".233",".321",".426",".747",".322","599.5","15585"
"Eric Hosmer","Padres","147","670","608","160","25","2","23","82","83","54","142","6","2",".264",".325",".421",".746",".321","135.8","3516"
"Bobby Dalbec","Red Sox","128","551","485","107","22","1","27","71","74","54","200","2","1",".221",".309",".438",".747",".319","287.7","19966"
"Miguel Cabrera","Tigers","143","612","547","142","25","1","18","66","72","56","124","1","0",".260",".330",".406",".736",".318","507.9","1744"
"Jose Martinez","Mets","26","118","106","28","5","0","3","14","13","11","26","1","0",".261",".330",".402",".732",".318","999.0","7996"
"Mitch Moreland","","97","420","370","85","16","1","19","50","55","42","98","1","0",".230",".313",".427",".740",".318","565.7","3086"
"Jake Bauers","Indians","34","145","126","30","7","0","4","18","16","16","36","3","1",".235",".327",".400",".728",".318","577.5","15194"
"Ryan Zimmerman","Nationals","37","170","154","38","8","0","6","20","21","14","36","0","0",".250",".314",".417",".731",".315","999.0","4220"
"Yuli Gurriel","Astros","146","632","589","158","35","2","18","75","78","32","78","5","1",".268",".310",".427",".737",".315","299.6","19198"
"Austin Nola","Padres","107","447","399","101","20","1","12","51","52","38","86","2","1",".252",".323",".402",".726",".315","159.8","15941"
"Logan Morrison","","34","147","129","28","5","0","7","17","19","15","34","0","0",".220",".310",".417",".727",".314","999.0","9205"
"Matt Adams","","23","98","88","20","4","0","5","12","14","8","30","0","0",".223",".292",".441",".733",".311","999.0","9393"
"Pavin Smith","Diamondbacks","45","204","184","47","10","1","4","24","21","18","30","1","0",".254",".322",".394",".717",".311","593.8","19892"
"Michael Chavis","Red Sox","81","349","316","74","15","1","14","44","43","25","107","3","1",".235",".299",".426",".725",".310","413.5","17321"
"Tyler White","Blue Jays","3","14","12","3","1","0","0","2","2","1","3","0","0",".226",".316",".386",".701",".307","999.0","15564"
"Marwin Gonzalez","","92","399","357","87","16","1","12","45","44","33","90","2","1",".243",".313",".392",".706",".307","487.3","5497"
"Darin Ruf","Giants","39","175","155","36","7","0","6","20","20","17","45","1","0",".232",".313",".394",".707",".307","596.0","9929"
"Ryan O'Hearn","Royals","29","123","109","25","5","0","4","13","15","13","33","0","0",".226",".308",".401",".709",".306","598.2","16442"
"Sherten Apostel","Rangers","10","41","37","8","1","0","1","5","5","4","12","0","0",".231",".307",".396",".702",".305","999.0","21794"
"Ronald Guzman","Rangers","39","164","147","34","7","1","5","18","18","15","44","1","0",".231",".308",".394",".702",".305","598.1","14388"
"Edwin Rios","Dodgers","105","483","440","98","22","1","21","59","65","34","166","1","1",".224",".287",".426",".713",".304","335.2","18316"
"Pablo Sandoval","","18","81","73","18","3","0","3","9","10","6","18","0","0",".239",".300",".403",".704",".303","999.0","5409"
"Ryan McBroom","Royals","19","82","74","18","4","0","3","9","10","6","22","0","0",".238",".302",".400",".702",".302","597.6","16524"
"Josh Fuentes","Rockies","113","506","473","120","28","3","13","56","58","22","134","3","1",".253",".293",".409",".702",".301","490.6","16885"
"Evan White","Mariners","146","617","560","129","23","2","23","68","70","48","185","3","2",".230",".296",".400",".696",".300","407.6","20078"
"Matt Beaty","Dodgers","50","230","211","52","12","1","6","27","25","15","40","2","1",".247",".305",".387",".693",".300","999.0","17710"
"Lewin Diaz","Marlins","24","109","100","24","5","0","4","11","14","6","25","0","0",".236",".286",".421",".707",".300","999.0","18365"
"John Nogowski","Cardinals","8","37","32","8","1","0","1","4","4","3","5","0","0",".240",".321",".354",".675",".299","999.0","16852"
"Bobby Bradley","Indians","18","76","68","14","3","0","3","9","10","7","27","0","0",".211",".288",".407",".695",".298","600.8","17278"
"Neil Walker","","26","112","99","22","4","0","3","12","12","12","26","0","0",".226",".311",".364",".675",".297","999.0","7539"
"Victor Caratini","Padres","62","260","232","55","12","0","5","28","27","22","56","1","0",".239",".313",".362",".675",".296","474.8","14968"
"Taylor Jones","Astros","3","14","12","3","1","0","0","2","2","1","4","0","0",".219",".300",".361",".661",".290","999.0","19533"
"Will Craig","Pirates","19","86","78","17","4","0","2","8","9","6","25","0","0",".216",".288",".359",".648",".283","999.0","19267"
"Jake Noll","Nationals","18","81","76","18","3","0","2","8","8","4","18","1","0",".234",".277",".351",".628",".273","999.0","19703"
"Aramis Garcia","Rangers","40","157","144","30","6","0","5","15","17","10","53","0","0",".210",".267",".359",".626",".272","999.0","16925"
"Chris Davis","Orioles","40","170","150","28","5","0","6","17","18","17","62","0","0",".185",".275",".337",".612",".271","600.8","9272"
"Albert Pujols","Angels","102","442","418","88","16","0","14","42","49","18","68","1","0",".210",".244",".353",".596",".256","582.6","1177"
