"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Ketel Marte","Diamondbacks","149","672","607","178","35","6","26","96","92","54","87","8","2",".294",".354",".497",".851",".362","81.4","13613"
"Max Muncy","Dodgers","146","669","559","137","27","2","32","97","92","98","167","3","1",".245",".364",".472",".836",".359","93.7","13301"
"Brandon Lowe","Rays","133","571","501","126","27","2","29","78","83","58","157","6","2",".252",".336",".491",".827",".352","72.5","18882"
"Gleyber Torres","Yankees","149","648","574","153","29","1","30","88","87","62","135","5","3",".267",".342",".480",".822",".349","71.9","16997"
"Jose Altuve","Astros","154","667","598","169","30","4","24","94","84","55","109","13","5",".282",".347",".463",".810",".348","100.3","5417"
"DJ LeMahieu","Yankees","151","655","591","175","27","2","18","87","74","55","92","5","2",".296",".357",".440",".797",".345","28.4","9874"
"Keston Hiura","Brewers","147","665","598","154","30","2","34","90","95","49","193","11","5",".257",".326",".485",".810",".343","66.9","20003"
"Ozzie Albies","Braves","151","683","621","171","37","4","25","93","90","50","120","16","4",".275",".332",".470",".802",".341","31.3","16556"
"Jeff McNeil","Mets","151","686","614","171","35","4","19","88","81","51","92","8","3",".278",".347",".438",".784",".338","86.0","15362"
"Cavan Biggio","Blue Jays","143","617","521","123","28","3","21","84","69","86","158","10","3",".236",".348",".420",".768",".336","62.0","19252"
"Yoan Moncada","White Sox","147","633","556","138","27","3","26","85","78","68","180","9","3",".249",".334",".447",".780",".335","86.4","17232"
"Tommy La Stella","","105","475","419","113","23","2","12","58","54","45","46","1","0",".271",".345",".422",".767",".333","317.8","12371"
"Starlin Castro","Nationals","118","541","501","139","24","1","22","67","76","31","98","2","1",".278",".321",".464",".785",".333","333.6","4579"
"Brad Miller","","83","357","308","73","14","2","15","47","45","43","101","3","1",".235",".331",".442",".773",".332","593.5","12775"
"Luis Arraez","Twins","122","522","474","142","28","4","5","63","52","41","50","3","1",".301",".356",".405",".761",".332","365.3","18568"
"Jean Segura","Phillies","144","655","598","167","27","3","21","86","79","40","102","14","5",".279",".330",".438",".768",".329","189.0","5933"
"Whit Merrifield","Royals","156","658","605","171","35","5","14","83","71","42","103","23","7",".283",".332",".429",".761",".328","41.0","11281"
"Mike Brosseau","Rays","39","167","150","38","8","1","6","21","21","12","41","2","1",".255",".323",".436",".760",".327","435.4","19683"
"Derek Dietrich","","60","259","223","51","10","1","10","32","31","22","68","1","1",".229",".330",".420",".750",".326","999.0","10542"
"Wilmer Flores","Giants","71","322","295","79","15","1","11","38","41","20","45","1","0",".268",".319",".439",".758",".324","313.7","5827"
"Ryan McMahon","Rockies","131","585","523","128","27","3","23","72","75","55","176","4","1",".244",".319",".437",".757",".324","244.1","15112"
"Rougned Odor","Rangers","100","425","383","88","17","2","24","56","59","34","121","9","3",".229",".298",".470",".768",".324","495.9","12282"
"Cesar Hernandez","Indians","131","559","498","135","23","4","10","67","54","53","102","6","2",".271",".344",".394",".738",".323","370.2","10556"
"Ty France","Mariners","107","453","403","100","20","1","15","51","51","32","96","1","1",".249",".324",".415",".739",".321","333.2","17982"
"Brian Dozier","","52","224","194","43","9","1","9","28","27","26","54","2","1",".221",".318",".419",".738",".320","999.0","9810"
"Javier Baez","Cubs","154","702","652","168","32","4","30","90","94","37","194","14","5",".258",".302",".456",".758",".319","74.1","12979"
"Garrett Hampson","Rockies","66","296","269","71","13","3","7","39","29","22","73","12","2",".263",".319",".416",".735",".317","268.2","19262"
