"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Daniel Vogelbach","Brewers","104","468","393","91","16","0","20","58","60","67","108","0","0",".232",".346",".431",".777",".337","573.0","14130"
"Rowdy Tellez","Blue Jays","100","435","390","98","21","0","22","57","62","37","100","2","1",".252",".322",".474",".796",".337","266.0","15679"
"Christian Walker","Diamondbacks","143","642","572","145","33","3","27","84","87","58","156","5","2",".254",".328",".463",".791",".337","202.8","13419"
"Ji-Man Choi","Rays","107","459","393","94","20","1","18","56","58","58","108","2","1",".239",".341",".432",".772",".333","530.4","5452"
"Dominic Smith","Mets","133","605","546","141","31","2","24","77","81","48","137","3","1",".259",".324",".453",".777",".332","101.7","15653"
"Hunter Dozier","Royals","144","610","543","134","30","3","24","75","78","59","157","5","2",".247",".324",".449",".773",".331","234.2","15117"
"Matt Carpenter","Cardinals","55","248","209","47","12","1","9","31","30","34","65","1","1",".226",".341",".421",".762",".331","557.6","8090"
"Wil Myers","Padres","144","655","581","142","29","3","28","89","84","65","189","17","5",".244",".323",".449",".771",".330","127.1","10047"
"Ryan Zimmerman","Nationals","37","170","154","40","8","0","7","21","22","14","37","0","0",".259",".322",".447",".769",".329","999.0","4220"
"Nate Lowe","Rangers","123","521","457","115","23","2","18","61","61","56","134","1","1",".251",".336",".426",".762",".329","327.4","19566"
"Ian Desmond","Rockies","105","469","423","112","21","3","16","61","55","35","116","10","3",".265",".325",".438",".762",".328","557.2","6885"
"Jared Walsh","Angels","112","483","432","105","23","1","21","61","64","42","134","1","0",".242",".315",".449",".764",".326","211.2","18607"
"Garrett Cooper","Marlins","100","448","404","107","21","1","14","51","54","35","107","1","0",".264",".329",".425",".754",".326","434.6","15279"
"Logan Morrison","","34","147","128","29","5","0","7","18","20","16","34","0","0",".225",".318",".440",".757",".325","999.0","9205"
"Wilmer Flores","Giants","71","322","295","79","15","1","11","38","41","20","45","1","0",".268",".319",".439",".758",".324","313.7","5827"
"Jose Martinez","Mets","26","118","106","28","5","0","3","14","14","11","26","0","0",".264",".333",".414",".747",".323","999.0","7996"
"Edwin Encarnacion","","58","252","220","48","9","0","13","31","34","27","65","1","0",".217",".309",".434",".742",".319","591.3","2151"
"Ryan Mountcastle","Orioles","138","579","538","142","29","2","20","67","68","32","137","3","1",".265",".309",".440",".749",".319","140.1","18373"
"Mitch Moreland","","97","420","370","86","16","1","18","50","55","42","98","1","0",".232",".315",".428",".742",".319","565.7","3086"
"Mike Ford","Yankees","29","127","111","26","5","0","5","15","15","13","25","0","0",".232",".320",".417",".738",".318","599.5","15585"
"Miguel Cabrera","Tigers","143","612","547","140","25","0","19","65","74","56","124","0","0",".256",".326",".407",".734",".317","507.9","1744"
"Jesus Aguilar","Marlins","134","600","528","127","25","0","21","65","72","59","131","0","0",".241",".321",".406",".727",".316","318.3","11342"
"Austin Nola","Padres","107","447","399","101","20","1","13","51","52","38","86","2","1",".252",".324",".404",".728",".316","159.8","15941"
"Bobby Dalbec","Red Sox","128","551","485","106","22","1","25","69","71","54","200","2","1",".219",".307",".427",".734",".314","287.7","19966"
"Jake Bauers","Indians","34","145","126","29","7","1","4","18","16","17","35","3","1",".231",".323",".396",".720",".314","577.5","15194"
"Evan White","Mariners","146","618","561","133","23","2","26","73","75","48","186","4","1",".237",".301",".427",".728",".312","407.6","20078"
"Eric Hosmer","Padres","147","670","607","156","25","2","20","78","79","55","140","6","2",".258",".320",".401",".722",".312","135.8","3516"
"Pavin Smith","Diamondbacks","45","204","184","47","10","1","4","24","22","18","30","1","0",".254",".322",".394",".716",".311","593.8","19892"
"Matt Adams","","23","98","88","20","4","0","5","12","14","8","30","0","0",".222",".291",".438",".730",".310","999.0","9393"
"Pablo Sandoval","","18","81","73","18","3","0","3","9","11","6","18","0","0",".242",".304",".420",".724",".310","999.0","5409"
"Ryan O'Hearn","Royals","29","123","109","25","5","0","4","13","15","13","33","0","0",".228",".311",".404",".714",".308","598.2","16442"
"Michael Chavis","Red Sox","81","349","316","74","15","1","14","43","42","25","107","3","1",".234",".299",".419",".717",".308","413.5","17321"
"Marwin Gonzalez","","92","399","357","86","16","1","12","45","44","33","89","2","1",".241",".312",".392",".704",".306","487.3","5497"
"Yuli Gurriel","Astros","146","632","589","155","33","3","16","73","74","31","78","4","2",".262",".303",".409",".712",".306","299.6","19198"
"Tyler White","Blue Jays","3","14","12","3","1","0","0","2","2","1","3","0","0",".225",".312",".385",".696",".305","999.0","15564"
"Sherten Apostel","Rangers","10","41","37","8","1","0","1","5","5","4","12","0","0",".231",".307",".395",".702",".305","999.0","21794"
"Darin Ruf","Giants","39","175","155","36","7","0","5","20","20","17","45","1","0",".231",".312",".386",".698",".304","596.0","9929"
"Edwin Rios","Dodgers","105","483","440","98","22","1","21","59","65","34","167","2","1",".223",".287",".422",".709",".302","335.2","18316"
"Matt Beaty","Dodgers","50","231","211","53","11","1","6","27","26","15","40","2","1",".249",".307",".390",".696",".301","999.0","17710"
"Ronald Guzman","Rangers","39","165","147","34","7","1","5","18","18","15","44","1","0",".229",".306",".387",".693",".301","598.1","14388"
"Ryan McBroom","Royals","19","82","75","18","4","0","3","9","10","6","23","0","0",".238",".301",".397",".699",".301","597.6","16524"
"Lewin Diaz","Marlins","24","108","100","24","5","0","4","11","14","6","25","0","0",".236",".285",".421",".706",".299","999.0","18365"
"Victor Caratini","Padres","62","260","232","55","11","0","6","28","28","22","56","1","0",".239",".313",".369",".683",".299","474.8","14968"
"John Nogowski","Cardinals","8","36","32","8","1","0","1","4","4","3","5","0","0",".240",".320",".354",".674",".299","999.0","16852"
"Bobby Bradley","Indians","18","76","68","14","3","0","3","8","10","7","27","0","0",".210",".288",".406",".695",".298","600.8","17278"
"Neil Walker","","26","112","99","22","5","0","3","12","11","11","26","0","0",".227",".311",".358",".669",".295","999.0","7539"
"Josh Fuentes","Rockies","113","505","473","119","28","4","11","54","55","22","134","3","1",".251",".290",".396",".687",".295","490.6","16885"
"Taylor Jones","Astros","3","14","12","3","1","0","0","1","2","1","4","0","0",".219",".300",".361",".660",".290","999.0","19533"
"Will Craig","Pirates","19","86","78","17","4","0","2","8","9","6","25","0","0",".216",".288",".359",".647",".283","999.0","19267"
"Jake Noll","Nationals","18","81","76","18","3","0","2","8","8","4","18","1","0",".234",".277",".351",".628",".273","999.0","19703"
"Aramis Garcia","Rangers","40","157","144","30","6","0","5","15","17","10","53","0","0",".209",".266",".358",".624",".271","999.0","16925"
"Chris Davis","Orioles","40","170","150","28","5","0","6","17","17","17","63","0","0",".185",".276",".335",".610",".270","600.8","9272"
"Albert Pujols","Angels","102","441","417","89","16","0","15","42","51","18","67","1","0",".213",".247",".362",".609",".261","582.6","1177"
