team,position,player,salary,AB,R,HR,RBI,SB,AVG,IP,ERA,WHIP,SV,W,K,marginal_total_points,dollar_value
marmaduke,P6,Nick Anderson,18,NA,NA,NA,NA,NA,NA,64.5,3.08,1.06,14,4,90,5.62,7.590000000000009
marmaduke,P7,Spencer Howard,4,NA,NA,NA,NA,NA,NA,85,4.81,1.37,0,5,84,0.72,-1.2900000000000003
marmaduke,P8,Adam Ottavino,4,NA,NA,NA,NA,NA,NA,67.5,4,1.36,3,4,84,1.51,0.13999999999999885
marmaduke,P9,Nathan Eovaldi,4,NA,NA,NA,NA,NA,NA,137,4.29,1.29,0,9,139,4.68,5.8900000000000095
marmaduke,P10,Giovanny Gallegos,6,NA,NA,NA,NA,NA,NA,57.5,3.51,1.12,16,3,68,4.56,5.660000000000009
marmaduke,B1,Andrew Vaughn,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marmaduke,B2,Marco Luciano,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marmaduke,B3,Luis Arraez,0,477.6666666666667,59.519007084658185,4.776498673822974,47.44739053187467,3.113980838792821,0.30633333333333335,NA,NA,NA,NA,NA,NA,1.2174671217328434,4.089453839544868
marmaduke,B4,Trevor Larnach,0,134.4,3.1087376502969724,0.9316844270606982,3.032299232217876,0.07643841807909604,0.2526,NA,NA,NA,NA,NA,NA,-4.423336012501278,-14.857919460013008
marmaduke,B5,Josh Lindblom,0,NA,NA,NA,NA,NA,NA,152.5,4.65,1.29,0,9,148,NA,NA
marmaduke,B6,Gregory Soto,0,NA,NA,NA,NA,NA,NA,61,4.72,1.52,12,3,63,NA,NA
marmaduke,B7,Luke Weaver,0,NA,NA,NA,NA,NA,NA,131,4.55,1.33,0,8,130,NA,NA
marmaduke,B8,Michael Lorenzen,0,NA,NA,NA,NA,NA,NA,99,4.51,1.4,0,6,94,NA,NA
marmaduke,B9,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
marmaduke,B10,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pkdodgers,C1,Will Smith,6,369.6666666666667,63.705856010722485,24.190808157046455,70.68315917205695,1.9674974644250403,0.24466666666666667,55,3.51,1.16,20,3,70,2.3326574332401893,14.835361404363416
pkdodgers,C2,Austin Barnes,1,202.66666666666666,25.704229269513714,5.204510073718102,21.424411800445114,2.991455915279984,0.227,NA,NA,NA,NA,NA,NA,-2.5837607286631754,-1.6788136153178734
pkdodgers,1B,Christian Walker,5,537.8333333333334,78.46996670555858,24.947390296376074,81.82389712837583,3.860431554355895,0.25083333333333335,NA,NA,NA,NA,NA,NA,3.81069251864941,12.800059133864112
pkdodgers,2B,Max Muncy,14,505.1666666666667,89.04503030354506,30.597244792024775,87.95321983167287,3.0137750852208507,0.24,NA,NA,NA,NA,NA,NA,4.493506445015812,15.093620892558183
pkdodgers,SS,Joey Wendle,9,392,47.189164907872076,7.475283763829128,41.94143423254128,10.576997308036729,0.256,NA,NA,NA,NA,NA,NA,1.1505112456449906,3.8645500539232596
pkdodgers,3B,Giovanny Urshela,6,536,73.75472972912173,20.264429668962215,78.8932242820124,1.7665867611253576,0.27066666666666667,NA,NA,NA,NA,NA,NA,3.1694829249685923,10.64624570595092
pkdodgers,CI,Jared Walsh,17,444.6666666666667,67.00927125059421,24.62689156805344,73.33360782193495,0.8990392958794413,0.24583333333333332,NA,NA,NA,NA,NA,NA,2.406943427971709,8.084886948796077
pkdodgers,MI,Ryan McMahon,9,492.1666666666667,69.260959089489,22.709682899697015,73.65695997840646,3.802825295017784,0.245,NA,NA,NA,NA,NA,NA,2.865661228262439,9.625713174145385
pkdodgers,OF1,Cody Bellinger,12,557.5,98.01531634719561,36.53343759879696,104.01593875479129,12.89808802910037,0.27466666666666667,NA,NA,NA,NA,NA,NA,8.479454930750775,28.482362196730985
pkdodgers,OF2,Alex Verdugo,12,524.6666666666666,76.50365025190693,15.704197339559096,62.86237834913509,6.187191280488414,0.28533333333333333,NA,NA,NA,NA,NA,NA,3.4309385555550334,11.524471255771532
pkdodgers,OF3,Mike Yastrzemski,6,552.3333333333334,82.13786292211499,22.99289623509653,74.06244030860121,5.608063369986967,0.24933333333333332,NA,NA,NA,NA,NA,NA,3.7863586663376534,12.71832208816419
