"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","ADP","playerid"
"Yasmani Grandal","White Sox","138","553","462","106","20","1","25","70","75","82","145","4","2","1",".230",".348",".439",".787",".336","3.5","-2.5","4.1","125.2","11368"
"J.T. Realmuto","Phillies","149","598","540","144","29","3","26","83","94","43","132","9","8","2",".267",".330",".476",".806",".337","4.3","1.3","4.0","33.4","11739"
"Sean Murphy","Athletics","110","435","386","93","21","1","17","54","54","38","102","5","2","1",".242",".315",".437",".753",".318","2.0","0.2","2.7","159.8","19352"
"Christian Vazquez","Red Sox","117","464","426","112","22","1","14","54","53","31","91","3","7","3",".262",".314",".419",".733",".310","4.3","-1.3","2.6","149.9","9774"
"Salvador Perez","Royals","131","526","495","130","26","1","28","62","85","17","114","8","2","1",".263",".296",".487",".783",".324","5.4","-1.2","2.5","75.1","7304"
"Travis d'Arnaud","Braves","113","448","405","107","19","0","17","53","72","35","104","4","2","0",".264",".325",".443",".767",".324","-2.4","-0.7","2.2","135.0","7739"
"Danny Jansen","Blue Jays","99","390","338","79","16","1","15","49","52","39","76","7","2","0",".235",".324",".419",".744",".318","0.2","-0.3","2.2","297.5","16535"
"Will Smith","Dodgers","99","390","338","81","17","1","20","54","65","42","95","6","2","0",".239",".329",".474",".803",".336","1.8","-0.4","2.1","94.2","19197"
"Buster Posey","Giants","120","481","431","114","23","1","8","49","50","41","73","5","2","1",".263",".332",".374",".706",".305","3.5","-1.3","2.1","251.8","9166"
"Willson Contreras","Cubs","117","464","401","100","21","2","17","59","62","46","113","14","3","3",".251",".345",".441",".786",".335","-1.0","-1.5","1.9","122.5","11609"
"Max Stassi","Angels","86","339","297","67","12","0","13","38","43","33","91","5","1","1",".225",".310",".399",".709",".304","-0.6","-0.9","1.9","376.0","10059"
"Jacob Stallings","Pirates","99","390","351","88","20","0","8","40","39","29","88","4","1","1",".252",".315",".377",".692",".296","3.3","-0.7","1.7","396.5","13723"
"Austin Nola","Padres","107","425","375","93","19","2","10","49","51","40","88","6","2","1",".248",".327",".392",".718",".308","-0.6","-0.2","1.7","159.8","15941"
"Carson Kelly","Diamondbacks","97","384","339","82","16","0","13","44","47","38","79","3","1","0",".241",".323",".410",".733",".311","0.7","-0.4","1.7","251.2","13620"
"Roberto Perez","Indians","96","378","330","67","11","1","12","35","42","37","117","4","1","0",".204",".291",".353",".644",".280","6.6","-1.0","1.6","468.9","2900"
"Ryan Jeffers","Twins","81","320","290","73","12","0","12","37","37","23","77","5","1","0",".251",".315",".416",".730",".312","0.6","-0.2","1.5","999.0","24618"
"Gary Sanchez","Yankees","100","397","349","76","13","0","25","53","70","38","120","7","1","0",".218",".306",".469",".774",".323","-5.6","-0.6","1.3","166.4","11442"
"Tucker Barnhart","Reds","104","410","359","83","16","1","11","39","43","44","91","2","2","1",".231",".317",".373",".690",".296","5.3","-1.5","1.3","499.1","10200"
"Mitch Garver","Twins","76","301","265","63","13","1","13","40","41","31","85","3","1","0",".237",".322",".443",".765",".324","-2.2","-0.4","1.2","196.3","15161"
"Austin Barnes","Dodgers","55","218","186","42","8","1","5","26","23","25","52","4","3","1",".224",".326",".348",".674",".295","0.7","-0.1","1.1","544.4","12158"
"Yadier Molina","","112","446","413","106","19","0","11","43","50","21","69","6","3","1",".257",".301",".381",".681",".291","2.7","-1.5","1.1","290.2","7007"
"Yan Gomes","Nationals","81","320","289","71","14","1","11","36","41","23","76","5","2","0",".244",".308",".418",".726",".306","0.9","-0.4","1.0","329.8","9627"
"Mike Zunino","Rays","92","365","330","64","14","0","16","38","47","26","133","6","1","0",".194",".263",".387",".651",".276","1.1","-0.7","0.9","539.8","13265"
"James McCann","Mets","110","435","397","92","16","1","14","47","51","28","124","7","3","2",".231",".291",".383",".674",".288","1.9","-0.9","0.9","175.2","12859"
"Daulton Varsho","Diamondbacks","97","418","374","93","17","4","13","52","46","34","90","6","12","4",".249",".319",".423",".742",".315","-0.7","0.4","0.9","147.0","19918"
"Alejandro Kirk","Blue Jays","60","249","223","61","15","1","7","32","32","22","38","2","1","0",".272",".340",".448",".788",".333","0.1","-0.1","0.9","999.0","22581"
"Tyler Flowers","","53","211","184","39","8","1","6","21","22","20","73","6","0","0",".211",".306",".356",".661",".288","0.4","-0.5","0.9","600.7","9134"
"Jason Castro","Astros","76","301","262","52","13","0","9","32","32","33","104","3","1","0",".198",".293",".354",".646",".281","0.8","-0.8","0.9","532.4","8722"
"Andrew Knizner","Cardinals","110","435","397","102","18","1","11","47","48","26","77","7","3","1",".256",".310",".391",".701",".299","2.3","-0.4","0.9","517.9","19514"
"Alex Avila","Nationals","75","297","243","49","9","0","9","31","30","48","107","3","1","0",".203",".338",".357",".695",".304","2.3","-0.8","0.9","599.7","7476"
"Wilson Ramos","Tigers","79","315","287","78","13","0","10","32","42","22","53","2","0","0",".272",".327",".425",".752",".318","-2.6","-1.4","0.9","358.9","1433"
"Kyle Higashioka","Yankees","62","243","225","50","9","0","11","28","36","14","62","2","1","0",".223",".271",".419",".691",".288","-0.5","-0.1","0.9","486.4","5517"
"Martin Maldonado","Astros","78","307","272","57","11","0","10","33","33","25","87","6","1","1",".209",".288",".357",".644",".279","2.1","-0.8","0.9","484.2","6887"
"Victor Caratini","Padres","62","247","218","54","11","1","6","27","31","23","53","4","1","1",".250",".328",".389",".717",".309","-0.3","-0.3","0.8","474.8","14968"
"Austin Hedges","Indians","50","198","179","37","7","0","8","20","24","14","60","2","2","1",".209",".272",".383",".656",".276","1.1","-0.2","0.7","593.5","12976"
"Tom Murphy","Mariners","65","260","240","52","11","1","11","27","33","16","90","2","2","1",".217",".271",".410",".681",".286","-0.1","-0.2","0.6","325.9","13499"
"Manny Pina","Brewers","45","181","163","38","7","1","5","18","20","12","45","4","1","0",".234",".301",".384",".685",".293","1.5","-0.3","0.6","593.6","2829"
"Luis Torrens","Mariners","97","384","348","86","19","1","8","38","37","29","77","2","1","1",".247",".306",".375",".681",".292","-0.7","-0.5","0.6","492.8","15905"
"Kevin Plawecki","Red Sox","45","179","160","41","9","1","4","19","22","14","34","4","1","1",".258",".329",".401",".730",".313","-0.4","-0.4","0.5","573.3","13807"
"Omar Narvaez","Brewers","76","303","264","63","11","0","9","31","31","34","68","3","0","0",".240",".332",".387",".720",".312","-3.5","-0.6","0.5","361.6","13338"
"Tyler Stephenson","Reds","50","198","176","41","8","1","6","23","23","17","49","3","1","0",".234",".310",".379",".689",".297","0.6","-0.1","0.5","391.3","17988"
"Jonah Heim","Athletics","40","160","146","34","7","0","3","16","16","11","28","1","1","0",".235",".291",".349",".639",".276","1.7","-0.1","0.5","598.6","16930"
"Cam Gallagher","Royals","37","147","133","33","7","0","3","15","13","11","27","1","1","0",".248",".309",".369",".678",".293","0.4","-0.2","0.5","593.1","12981"
"Kurt Suzuki","Angels","66","262","235","60","12","0","9","30","38","18","38","6","1","0",".257",".320",".422",".742",".315","-4.0","-0.7","0.5","439.7","8259"
"Francisco Mejia","Rays","57","224","206","49","10","1","6","24","24","12","48","3","1","1",".236",".287",".393",".680",".288","0.0","-0.1","0.4","459.4","16403"
"Tyler Heineman","","52","205","183","43","8","1","4","20","18","15","32","3","3","0",".237",".302",".348",".651",".283","1.1","0.1","0.4","999.0","13897"
"Pedro Severino","Orioles","66","264","238","57","9","1","8","27","32","21","57","2","2","0",".241",".307",".394",".702",".300","-1.1","-0.3","0.4","334.8","14523"
"Dom Nunez","Rockies","57","224","195","43","8","1","8","26","25","24","62","2","3","1",".219",".310",".390",".700",".300","1.0","-0.1","0.4","598.1","15055"
"Michael Perez","Pirates","53","211","190","43","10","0","5","22","22","18","53","1","1","1",".229",".296",".365",".661",".285","1.5","-0.6","0.3","999.0","12977"
"Chance Sisco","Orioles","76","303","260","60","12","0","10","34","33","30","92","10","1","1",".230",".329",".388",".717",".312","-2.6","-0.5","0.3","517.5","15694"
"Jake Rogers","Tigers","31","122","108","22","4","1","4","13","14","10","38","2","1","0",".205",".283",".374",".657",".281","1.4","-0.1","0.3","600.7","19452"
"Adley Rutschman","","26","102","92","21","5","0","3","12","12","8","22","1","1","0",".229",".291",".373",".664",".284","0.7","0.2","0.3","999.0","sa3011643"
"Zack Collins","White Sox","36","141","118","23","5","0","5","16","16","20","48","1","1","0",".198",".314",".367",".681",".296","-0.9","-0.1","0.3","999.0","19181"
"Curt Casali","Giants","45","182","160","37","7","0","5","18","19","18","46","2","1","0",".231",".315",".366",".681",".295","-0.7","-0.2","0.3","581.1","12510"
"Reese McGuire","Blue Jays","37","147","133","30","6","1","4","15","15","10","31","1","1","1",".224",".282",".367",".649",".277","0.0","-0.1","0.3","601.0","15674"
"Tony Wolters","","53","211","186","43","8","1","2","21","18","19","44","3","1","1",".233",".313",".320",".633",".277","1.7","-0.3","0.3","999.0","11470"
"Chad Wallach","Marlins","66","262","236","49","10","0","6","24","24","20","78","3","1","0",".207",".276",".329",".605",".263","0.3","-0.2","0.2","600.7","17161"
"Rene Rivera","","24","96","88","18","3","0","4","10","12","6","31","1","0","0",".210",".268",".371",".639",".272","1.1","-0.2","0.2","999.0","3648"
"Joey Bart","Giants","19","77","71","17","3","1","2","8","8","3","22","2","1","0",".242",".290",".398",".688",".292","-0.2","-0.1","0.2","415.6","21524"
"Austin Romine","Cubs","50","198","185","45","9","0","5","20","24","10","53","1","1","0",".245",".283",".377",".660",".280","0.2","-0.3","0.2","551.2","5491"
"Isiah Kiner-Falefa","Rangers","141","609","554","143","25","5","7","64","49","40","100","9","15","6",".257",".315",".360",".675",".293","-4.1","0.3","0.1","293.7","16512"
"Willians Astudillo","Twins","6","26","24","7","1","0","1","3","3","1","2","0","0","0",".285",".316",".455",".771",".323","0.1","-0.1","0.1","593.5","15608"
"Austin Allen","Athletics","11","45","41","10","2","0","2","5","6","3","12","0","0","0",".235",".288",".409",".697",".293","-0.2","-0.1","0.1","600.6","18083"
"Tomas Nido","Mets","47","186","172","38","8","0","5","18","22","10","44","1","1","0",".220",".263",".358",".621",".262","-0.6","-0.2","0.1","999.0","13755"
