"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","AVG","OBP","SLG","OPS","wOBA","Fld","BsR","WAR","ADP","playerid"
"Nicky Lopez","Royals","133","574","518","132","24","3","6","60","47","44","82","4","9","7",".255",".318",".349",".666",".291","3.8","-1.6","0.7","599.0","19339"
"Christian Arroyo","Red Sox","65","280","256","67","15","1","9","33","37","18","60","3","2","1",".260",".316",".431",".747",".315","-0.3","-0.2","0.7","598.4","16434"
"Wilmer Flores","Giants","71","308","284","79","16","1","11","37","43","18","42","3","1","0",".278",".325",".460",".785",".329","-1.5","-0.6","0.7","313.7","5827"
"Asdrubal Cabrera","","84","364","327","83","18","2","13","43","51","32","73","2","1","0",".255",".322",".437",".760",".320","-2.6","-1.2","0.7","518.7","4962"
"Niko Goodrum","Tigers","133","574","515","118","27","4","16","64","62","50","175","3","15","5",".229",".298",".390",".688",".294","-1.9","1.4","0.6","412.0","12092"
"Brendan Rodgers","Rockies","130","560","514","136","29","3","18","66","69","33","122","7","7","3",".264",".315",".437",".752",".316","2.0","0.0","0.6","497.8","17907"
"Brad Miller","","83","357","309","70","15","2","14","42","46","42","102","3","3","2",".227",".322",".423",".745",".316","-1.1","-0.6","0.6","593.5","12775"
"Ryan McMahon","Rockies","131","567","505","126","25","3","23","69","75","53","172","4","5","2",".250",".324",".447",".770",".325","-0.8","0.1","0.5","244.1","15112"
"Mike Brosseau","Rays","39","168","152","38","8","1","6","19","20","11","41","3","2","1",".252",".314",".427",".741",".314","1.0","-0.2","0.5","435.4","19683"
"Hanser Alberto","","52","224","212","61","11","1","4","26","22","6","24","2","2","1",".286",".311",".401",".712",".302","0.5","0.0","0.5","529.7","11902"
"Yolmer Sanchez","Orioles","71","308","275","69","14","3","5","33","28","25","62","3","4","3",".250",".317",".369",".686",".296","-0.3","-0.4","0.4","596.1","11602"
"Pat Valaika","Orioles","42","182","170","42","8","1","8","23","23","10","46","0","1","1",".250",".292",".442",".734",".307","-0.1","-0.5","0.4","494.1","14885"
"Luis Guillorme","Mets","76","329","288","72","14","1","4","34","28","34","60","2","4","2",".250",".332",".344",".676",".298","0.2","-0.2","0.4","600.7","16451"
"Jason Kipnis","","65","280","248","58","13","1","8","30","33","26","60","2","3","1",".234",".309",".389",".699",".299","-0.9","0.1","0.3","999.0","9776"
"Shed Long","Mariners","65","280","252","57","11","1","8","30","27","23","76","2","6","3",".228",".296",".374",".670",".288","-0.6","0.2","0.3","589.3","16542"
"Joe Panik","","49","210","186","47","9","1","4","23","19","20","25","2","2","1",".253",".327",".368",".695",".301","-0.5","-0.2","0.3","599.4","11936"
"Sheldon Neuse","Athletics","42","182","167","40","8","1","4","19","19","12","55","1","1","1",".241",".295",".374",".669",".286","0.6","-0.1","0.3","999.0","19635"
"Brian Dozier","","52","224","196","44","9","0","8","26","27","24","51","2","3","1",".226",".314",".401",".716",".306","-0.9","-0.2","0.3","999.0","9810"
"Isan Diaz","Marlins","70","301","268","61","11","2","9","35","34","29","79","2","4","2",".228",".306",".377",".683",".295","-1.4","-0.4","0.3","598.2","17922"
"Danny Mendick","White Sox","24","105","93","22","4","0","3","12","11","10","22","1","2","1",".239",".314",".373",".687",".297","0.4","-0.1","0.2","999.0","18889"
"Michael Chavis","Red Sox","81","350","319","76","15","2","15","41","47","24","106","4","4","1",".237",".298",".435",".733",".308","-1.9","0.0","0.2","413.5","17321"
"Daniel Robertson","Brewers","49","210","181","43","8","1","4","23","19","23","50","5","2","1",".235",".334",".349",".683",".302","0.3","-0.3","0.2","999.0","14145"
"Franklin Barreto","Angels","32","140","128","28","6","1","6","17","18","9","47","2","3","1",".222",".281",".409",".690",".291","-0.1","0.2","0.2","600.3","15519"
"Eric Sogard","","53","231","204","50","10","1","4","25","19","22","37","2","3","1",".243",".319",".353",".672",".292","-0.1","-0.1","0.2","600.8","7927"
"Luis Rengifo","Angels","21","91","80","19","4","1","2","10","8","9","19","1","2","1",".236",".317",".362",".679",".296","0.1","-0.1","0.2","999.0","19858"
"Ramon Urias","Orioles","10","42","38","10","2","0","1","5","5","3","9","1","0","0",".256",".325",".418",".743",".317","0.0","-0.1","0.1","599.4","18795"
"Greg Garcia","","24","105","89","21","4","1","1","11","9","13","24","1","1","0",".232",".333",".327",".660",".294","-0.1","0.0","0.1","999.0","10951"
"Nate Orf","Athletics","19","84","73","16","3","0","1","9","7","7","16","2","2","1",".225",".312",".327",".639",".282","0.2","0.0","0.1","999.0","15407"
"Andy Young","Diamondbacks","26","112","99","23","4","1","4","13","13","8","30","4","1","0",".230",".308",".410",".718",".307","-0.2","-0.1","0.1","999.0","19521"
"Josh VanMeter","Diamondbacks","45","196","174","41","10","1","6","23","22","19","46","2","4","2",".238",".316",".408",".724",".309","-0.6","-0.1","0.1","600.3","15170"
"Brock Holt","","57","245","215","52","10","1","3","26","22","23","53","4","3","2",".243",".324",".345",".669",".293","-0.1","-0.5","0.1","999.0","9345"
"Breyvic Valera","Blue Jays","5","21","19","5","1","0","0","2","2","2","3","0","0","0",".261",".323",".379",".702",".302","-0.1","-0.1","0.0","999.0","12758"
"Tyler Wade","Yankees","23","98","88","20","4","1","2","11","9","8","24","1","3","1",".226",".298",".343",".641",".278","-0.1","0.2","0.0","599.0","15730"
"Donnie Walton","Mariners","6","28","25","6","1","0","0","3","2","2","5","0","0","0",".233",".303",".340",".643",".281","0.0","-0.1","0.0","999.0","19314"
"Domingo Leyba","","5","21","19","5","1","0","0","2","2","1","4","0","0","0",".254",".307",".402",".709",".301","0.0","0.0","0.0","999.0","16404"
"Travis Blankenhorn","Twins","5","21","19","5","1","0","1","2","2","1","5","0","0","0",".238",".284",".394",".678",".287","-0.1","0.0","0.0","999.0","18395"
"Jace Peterson","","16","70","60","14","3","0","1","7","7","8","16","1","2","1",".230",".327",".363",".690",".302","-0.1","0.0","0.0","999.0","12325"
"Rougned Odor","Rangers","100","434","393","84","17","1","22","53","65","31","127","6","8","5",".214",".279",".434",".713",".297","-1.1","-0.4","0.0","495.9","12282"
"Derek Dietrich","","60","259","224","51","10","1","9","31","31","21","67","12","2","1",".229",".326",".410",".736",".316","-0.4","-0.5","0.0","999.0","10542"
"Luis Garcia","Nationals","78","336","318","86","16","2","6","37","34","13","62","1","5","3",".270",".300",".385",".684",".291","-0.4","-0.4","0.0","999.0","20391"
"Sergio Alcantara","Tigers","8","35","32","7","1","0","0","3","3","3","7","0","1","0",".234",".298",".318",".616",".270","0.0","0.0","0.0","999.0","16417"
"Thairo Estrada","Yankees","18","77","72","17","3","0","2","9","8","3","18","1","1","0",".235",".280",".358",".638",".273","0.0","0.0","0.0","999.0","16426"
"Ildemaro Vargas","Cubs","10","42","39","10","2","0","1","5","4","2","5","0","0","0",".265",".302",".384",".687",".293","0.0","0.0","0.0","999.0","13324"
"Jasrado Chisholm","Marlins","47","203","182","37","5","2","7","22","22","17","65","2","5","3",".203",".277",".374",".651",".278","-0.4","-0.1","0.0","999.0","20454"
"Max Moroff","Cardinals","13","56","48","10","2","0","1","6","6","7","16","0","1","0",".203",".309",".337",".647",".285","-0.1","0.0","0.0","999.0","14556"
"Harold Castro","Tigers","58","252","238","64","9","2","3","24","22","10","53","1","3","2",".268",".298",".359",".657",".281","-0.3","-0.4","-0.1","600.8","14691"
"Alex Blandino","Reds","31","133","113","23","5","0","3","14","11","15","39","3","1","1",".206",".317",".326",".643",".287","-0.8","-0.3","-0.1","999.0","16271"
"Ronald Torreyes","","18","77","73","18","3","0","1","8","7","3","10","1","1","0",".252",".282",".363",".645",".275","0.0","0.0","-0.1","999.0","11400"
"Neil Walker","","26","112","99","23","4","0","3","12","12","11","26","1","0","0",".233",".312",".365",".677",".293","-1.1","-0.1","-0.1","999.0","7539"
"Jose Peraza","","29","126","117","29","5","1","2","13","11","6","18","2","3","1",".250",".294",".357",".651",".280","-0.1","0.0","-0.1","999.0","13593"
"Logan Forsythe","","39","168","146","31","7","0","3","16","14","19","44","1","1","0",".214",".309",".322",".631",".280","-0.5","0.0","-0.1","999.0","7185"
"Brandon Drury","Mets","19","84","77","17","4","0","2","8","8","6","22","1","0","0",".216",".275",".358",".633",".270","-0.1","0.0","-0.2","999.0","11615"
"Edmundo Sosa","Cardinals","44","189","176","43","8","1","4","19","18","7","40","3","2","1",".243",".283",".362",".645",".275","0.4","-0.2","-0.2","999.0","17022"
"Dee Gordon","","47","203","190","50","6","2","1","22","14","8","30","3","9","3",".265",".300",".338",".637",".275","-1.6","0.5","-0.2","598.6","8203"
"Zach McKinstry","Dodgers","36","154","140","32","6","1","4","17","16","11","38","2","2","1",".231",".292",".370",".662",".284","-0.1","-0.4","-0.2","999.0","19392"
"Kyle Farmer","Reds","70","300","276","66","14","1","7","29","30","18","68","4","3","1",".238",".293",".367",".660",".282","-1.2","-0.2","-0.2","999.0","14813"
"Josh Harrison","Nationals","50","217","197","49","9","1","5","24","23","12","39","5","3","2",".248",".304",".371",".675",".290","-0.5","-0.3","-0.2","598.3","8202"
"Garrett Hampson","Rockies","66","287","260","67","11","3","6","34","25","22","72","1","12","4",".256",".315",".392",".707",".302","-0.2","1.0","-0.2","268.2","19262"
"Max Schrock","Cubs","42","182","167","41","8","1","3","18","16","12","31","2","3","1",".246",".302",".346",".649",".282","0.0","-0.1","-0.3","999.0","17750"
"Phil Gosselin","","63","273","246","58","12","1","5","29","27","23","64","1","1","1",".238",".303",".354",".657",".283","-0.6","-0.3","-0.3","999.0","10953"
"Jorge Mateo","Padres","21","91","85","18","4","1","2","9","10","4","28","1","3","1",".218",".261",".361",".622",".263","-0.1","0.0","-0.3","597.5","17273"
"Jahmai Jones","Orioles","66","287","261","60","10","2","5","28","24","20","64","2","5","4",".230",".288",".336",".625",".271","-1.1","-0.7","-0.3","999.0","18872"
"Erik Gonzalez","Pirates","105","455","425","104","23","2","8","44","42","20","118","3","7","5",".244",".280",".367",".647",".274","-2.5","-0.7","-0.4","574.9","13369"
