"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Juan Soto","Nationals","150","655","537","164","33","2","38","110","108","111","114","14","4",".305",".425",".590","1.015",".426","4.0","20123"
"Mike Trout","Angels","148","651","525","150","27","3","44","109","108","108","141","7","3",".287",".415",".603","1.018",".422","5.8","10155"
"Ronald Acuna Jr.","Braves","147","657","561","156","29","3","39","119","95","84","177","30","8",".277",".379",".546",".925",".391","1.8","18401"
"Christian Yelich","Brewers","147","650","547","150","29","3","35","105","89","94","159","16","5",".275",".386",".530",".916",".387","11.5","11477"
"Bryce Harper","Phillies","150","658","536","141","28","2","36","101","100","110","150","17","4",".262",".390",".526",".915",".385","20.9","11579"
"Cody Bellinger","Dodgers","143","623","537","148","30","3","36","97","98","80","115","12","4",".276",".371",".544",".915",".382","15.9","15998"
"Mookie Betts","Dodgers","145","662","573","166","35","3","33","118","93","78","99","23","5",".289",".376",".535",".911",".381","3.0","13611"
"Marcell Ozuna","","145","626","553","156","25","2","34","88","102","67","134","3","2",".282",".361",".519",".881",".372","47.2","10324"
"George Springer","Blue Jays","137","602","522","141","22","2","32","96","85","68","117","4","3",".271",".362",".510",".871",".371","53.0","12856"
"Aaron Judge","Yankees","129","558","475","122","20","1","34","92","84","74","166","3","2",".257",".363",".521",".883",".370","57.4","15640"
"Eloy Jimenez","White Sox","144","605","560","161","31","2","36","81","104","38","142","1","0",".288",".335",".541",".877",".368","33.9","17484"
"Jesse Winker","Reds","126","493","421","114","21","1","22","66","63","61","98","2","1",".271",".372",".482",".854",".368","208.3","13590"
"Rhys Hoskins","Phillies","130","577","480","114","25","2","30","82","83","85","138","2","1",".238",".361",".484",".845",".362","162.9","16472"
"Michael Conforto","Mets","144","630","541","143","27","1","29","91","87","75","152","7","3",".265",".364",".483",".847",".361","73.2","16376"
"Giancarlo Stanton","Yankees","114","488","418","106","20","1","29","70","78","59","145","3","1",".254",".352",".513",".865",".361","115.8","4949"
"Charlie Blackmon","Rockies","135","598","538","157","30","5","23","85","76","46","108","4","3",".291",".351",".490",".842",".358","83.8","7859"
"Alex Dickerson","Giants","122","469","420","116","25","3","20","65","64","40","90","1","1",".275",".345",".494",".839",".356","332.9","12649"
"J.D. Martinez","Red Sox","144","628","555","152","32","2","30","84","93","63","147","3","1",".273",".349",".501",".850",".356","93.1","6184"
"Brandon Nimmo","Mets","136","577","476","119","24","5","18","82","57","84","135","5","3",".250",".375",".433",".808",".354","252.0","12927"
"Jorge Soler","Royals","139","578","502","125","25","1","32","73","88","64","168","2","1",".248",".341",".494",".835",".354","140.6","14221"
"Jeff McNeil","Mets","144","621","555","163","34","3","18","81","74","46","78","4","3",".294",".361",".461",".821",".354","86.0","15362"
"Randy Arozarena","Rays","146","563","498","134","25","2","25","81","74","46","137","21","7",".269",".346",".481",".827",".354","57.1","19290"
"Franmil Reyes","Indians","147","600","534","140","24","1","35","78","91","57","167","0","0",".262",".332",".507",".839",".354","159.2","14566"
"Kyle Schwarber","Nationals","130","538","462","110","20","2","31","74","77","67","148","3","2",".239",".340",".493",".834",".353","194.3","16478"
"Joey Gallo","Rangers","145","594","502","108","22","2","39","84","90","83","213","5","2",".215",".333",".499",".832",".352","156.2","14128"
"Kris Bryant","Cubs","143","635","549","143","30","3","26","92","77","67","151","2","1",".260",".355",".468",".823",".351","130.8","15429"
"Nicholas Castellanos","Reds","149","648","591","159","39","4","30","93","89","47","160","2","2",".269",".328",".500",".828",".350","84.5","11737"
"Mark Canha","Athletics","141","575","484","120","25","3","22","78","72","69","130","6","1",".248",".357",".447",".804",".349","257.6","11445"
"Alex Verdugo","Red Sox","147","608","550","161","37","2","17","85","66","48","102","9","2",".292",".351",".460",".811",".348","132.2","17027"
"Austin Meadows","Rays","125","532","474","123","26","3","25","74","72","49","133","10","4",".260",".334",".487",".821",".348","98.5","15672"
"Michael Brantley","Astros","130","558","503","147","32","1","16","72","70","46","70","5","1",".292",".355",".456",".812",".348","154.3","4106"
"Mike Yastrzemski","Giants","145","617","543","140","31","5","25","87","77","63","156","6","3",".258",".341",".472",".813",".348","133.6","14854"
"Tommy Pham","Padres","127","553","480","128","22","2","18","73","64","65","118","20","5",".266",".359",".438",".798",".347","128.0","2967"
"Dominic Smith","Mets","133","531","481","129","30","2","23","70","78","41","125","1","1",".267",".331",".480",".811",".345","101.7","15653"
"Kyle Tucker","Astros","148","613","554","144","30","6","28","89","93","51","133","20","6",".260",".327",".487",".814",".345","30.8","18345"
"Joc Pederson","","127","473","415","98","19","2","27","69","66","47","109","3","1",".237",".326",".485",".811",".344","366.9","11899"
"Trent Grisham","Padres","148","642","549","137","25","5","24","92","74","80","150","19","4",".250",".348",".445",".794",".343","65.9","18564"
"Ian Happ","Cubs","142","582","503","123","24","2","27","76","72","71","168","5","3",".245",".342",".463",".805",".343","159.7","17919"
"Trey Mancini","Orioles","115","488","440","118","21","2","21","64","66","39","111","1","0",".268",".333",".470",".803",".342","167.8","15149"
"Clint Frazier","Yankees","132","541","476","120","25","2","23","73","73","55","147","7","2",".252",".335",".462",".797",".342","187.1","15983"
"Teoscar Hernandez","Blue Jays","140","577","522","130","25","3","33","80","86","48","178","11","3",".249",".314",".493",".808",".341","73.3","13066"
"J.D. Davis","Mets","131","536","474","124","24","1","20","67","63","53","128","2","1",".262",".343",".446",".789",".341","221.2","16219"
"Max Kepler","Twins","140","596","521","128","30","2","27","88","77","64","103","6","2",".246",".333",".466",".800",".341","181.7","12144"
"Lourdes Gurriel Jr.","Blue Jays","145","602","558","154","29","2","28","79","86","32","134","7","3",".276",".320",".485",".805",".341","80.6","19238"
"Aaron Hicks","Yankees","135","560","473","112","22","3","22","80","68","80","120","9","3",".237",".349",".433",".782",".340","292.5","5297"
"Austin Slater","Giants","79","299","259","67","12","2","9","38","30","33","77","13","2",".257",".351",".427",".778",".340","436.0","16153"
"Anthony Santander","Orioles","138","590","547","144","33","2","29","74","86","35","108","2","2",".263",".312",".492",".805",".340","160.0","14551"
"Andrew McCutchen","Phillies","129","574","497","126","23","2","23","79","70","68","121","8","3",".253",".347",".444",".790",".339","192.4","9847"
"Eddie Rosario","","131","554","515","139","25","2","29","77","89","32","88","5","2",".270",".312",".495",".807",".339","117.6","12155"
"Mitch Haniger","Mariners","118","508","445","111","23","2","22","68","63","50","126","6","2",".249",".334",".456",".790",".339","262.5","14274"
"Chris Taylor","Dodgers","135","553","487","124","28","4","19","73","68","55","150","8","3",".255",".335",".447",".782",".336","211.2","13757"
"Wil Myers","Padres","139","567","507","127","27","2","26","75","78","53","164","10","4",".250",".325",".466",".791",".336","127.1","10047"
"Jordan Luplow","Indians","90","349","305","74","17","2","14","44","43","38","78","3","2",".244",".333",".446",".778",".335","999.0","16424"
"Yoshitomo Tsutsugo","Rays","91","357","309","72","14","1","17","47","47","44","94","0","0",".233",".330",".447",".777",".334","495.0","27459"
"Brian Anderson","Marlins","143","602","531","135","27","2","21","71","78","54","146","2","1",".254",".336",".436",".772",".334","230.8","18289"
"Yasiel Puig","","85","350","315","81","15","1","15","47","46","29","73","10","4",".257",".325",".457",".782",".334","260.5","14225"
"A.J. Pollock","Dodgers","125","528","481","124","24","2","26","73","76","34","115","7","3",".258",".313",".478",".791",".334","190.5","9256"
"Seth Beer","","16","69","61","15","3","0","3","9","14","5","18","0","0",".247",".330",".439",".769",".334","597.6","sa3006658"
"Bryan Reynolds","Pirates","137","574","514","135","28","4","18","73","65","52","139","4","2",".263",".336",".437",".773",".334","309.2","19326"
"Ryan Mountcastle","Orioles","131","547","506","141","26","2","21","62","74","31","123","2","1",".280",".323",".460",".784",".333","140.1","18373"
"Jason Heyward","Cubs","135","552","478","122","21","4","16","67","63","64","103","6","2",".255",".347",".418",".765",".333","461.1","4940"
"Luis Robert","White Sox","145","608","556","143","27","4","28","86","84","40","181","25","7",".257",".314",".469",".783",".333","37.8","20043"
"David Peralta","Diamondbacks","127","543","496","137","26","3","16","62","72","39","112","2","1",".276",".333",".441",".774",".332","274.9","2136"
"D.J. Stewart","Orioles","102","407","346","81","16","1","17","50","50","49","107","3","2",".234",".335",".431",".766",".332","556.8","17766"
"Whit Merrifield","Royals","152","668","616","176","35","4","16","91","70","41","102","26","8",".286",".335",".435",".770",".332","41.0","11281"
"Kole Calhoun","Diamondbacks","137","589","512","121","24","2","27","83","79","64","139","4","2",".236",".327",".453",".780",".332","258.9","11200"
"Starling Marte","Marlins","144","626","575","159","30","4","19","88","74","31","109","25","7",".276",".328",".443",".771",".332","50.8","9241"
"Ramon Laureano","Athletics","142","586","514","128","27","2","22","82","71","50","155","10","3",".249",".328",".442",".770",".332","149.5","17128"
"Alex Kirilloff","Twins","108","451","414","114","23","3","14","53","55","29","88","5","2",".276",".328",".446",".773",".331","999.0","sa917929"
"Randal Grichuk","Blue Jays","143","598","552","140","29","3","31","80","85","37","144","3","1",".253",".304",".484",".789",".331","195.4","10243"
"Austin Riley","Braves","132","556","507","127","25","2","27","71","81","40","152","1","1",".250",".310",".468",".778",".330","211.4","18360"
"Byron Buxton","Twins","127","492","456","117","26","4","24","69","72","26","128","15","4",".257",".301",".488",".789",".330","114.8","14161"
"Ryan Braun","","97","381","349","90","19","2","17","48","55","25","78","5","2",".259",".314",".465",".780",".330","588.0","3410"
"Nick Solak","Rangers","129","541","483","129","22","2","16","69","62","47","112","12","3",".267",".337",".421",".758",".329","173.7","19294"
"Andrew Benintendi","Red Sox","129","548","472","120","29","3","15","70","59","63","128","11","5",".255",".347",".423",".771",".329","227.2","17901"
"Josh Naylor","Indians","133","498","452","122","24","1","14","61","57","40","77","3","1",".269",".333",".425",".758",".328","441.0","18839"
"Robbie Grossman","Tigers","121","477","414","104","22","3","11","57","48","56","89","12","3",".251",".344",".400",".744",".327","372.7","5254"
"Adam Duvall","","107","422","382","88","17","1","25","56","64","32","113","1","1",".229",".298",".475",".773",".326","424.2","10950"
"Taylor Ward","Angels","61","240","212","53","10","1","7","31","25","25","64","4","1",".251",".334",".412",".746",".326","600.9","17548"
"Austin Dean","Cardinals","27","98","88","23","5","0","3","11","12","8","23","0","0",".257",".326",".427",".753",".325","999.0","18288"
"Hunter Renfroe","Red Sox","115","446","401","92","20","1","26","59","66","37","125","5","1",".228",".297",".475",".772",".325","414.4","15464"
"Daulton Varsho","Diamondbacks","105","413","369","92","19","4","13","56","46","36","90","11","3",".249",".323",".426",".750",".324","147.0","19918"
"Adam Eaton","White Sox","120","518","454","117","21","4","12","71","50","46","92","10","3",".258",".338",".400",".738",".324","374.2","11205"
"Darin Ruf","Giants","47","181","161","39","8","0","6","21","23","18","42","1","1",".243",".326",".419",".745",".323","596.0","9929"
"Yonathan Daza","Rockies","30","128","119","35","7","1","2","14","13","6","21","2","1",".293",".332",".418",".749",".323","999.0","15794"
"Brent Rooker","Twins","59","238","212","50","11","1","10","30","32","20","79","2","1",".238",".315",".433",".749",".323","584.0","19627"
"Shogo Akiyama","Reds","109","454","402","105","20","3","8","56","40","46","83","12","5",".262",".344",".387",".731",".322","429.2","27461"
"Jarred Kelenic","Mariners","87","368","333","83","16","2","14","45","43","30","88","10","3",".250",".315",".436",".751",".322","212.7","sa3007741"
"Aristides Aquino","Reds","58","220","200","46","9","1","12","28","32","17","66","4","1",".232",".300",".458",".757",".322","576.6","15482"
"Pavin Smith","Diamondbacks","50","209","185","49","10","1","5","24","23","20","32","2","0",".263",".332",".413",".745",".322","593.8","19892"
"Corey Dickerson","Marlins","132","552","512","138","28","3","19","64","65","34","98","3","2",".270",".317",".448",".765",".322","389.5","10762"
"Matt Joyce","","59","214","183","43","9","0","6","26","22","29","51","1","1",".236",".340",".387",".727",".321","999.0","3353"
"Shin-Soo Choo","","81","346","299","71","13","1","11","44","36","38","90","10","2",".237",".334",".402",".735",".321","540.7","3174"
"Dylan Moore","Mariners","131","511","452","107","22","2","18","66","53","45","135","23","10",".237",".321",".417",".738",".321","116.1","18042"
"Justin Upton","Angels","125","522","458","106","19","1","25","67","73","51","148","2","2",".231",".315",".437",".752",".321","400.2","5222"
"Raimel Tapia","Rockies","126","506","468","133","26","6","8","66","49","31","102","17","5",".285",".331",".413",".743",".321","264.2","14350"
"Cesar Puello","","6","21","18","5","1","0","1","2","2","2","5","0","0",".250",".334",".395",".729",".321","999.0","7216"
"Kyle Lewis","Mariners","143","606","536","130","23","1","23","76","73","62","183","7","2",".242",".321",".420",".741",".320","135.7","19508"
