"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","SB","CS","AVG","OBP","SLG","OPS","wOBA","ADP","playerid"
"Anthony Rendon","Angels","145","632","538","156","34","2","28","93","98","78","89","2","1",".291",".387",".518",".904",".382","41.0","12861"
"Jose Ramirez","Indians","148","640","556","154","37","3","33","98","100","73","93","25","7",".276",".363",".535",".899",".377","11.1","13510"
"Alex Bregman","Astros","145","628","527","144","35","2","26","89","90","88","82","3","2",".273",".382",".497",".880",".376","40.3","17678"
"Josh Donaldson","Twins","131","544","454","113","23","1","27","76","73","81","129","2","1",".249",".368",".482",".850",".365","191.4","5038"
"Nolan Arenado","Cardinals","146","636","565","161","32","2","32","89","101","58","89","1","1",".285",".351",".522",".873",".363","30.2","9777"
"Vladimir Guerrero Jr.","Blue Jays","151","634","570","164","33","3","26","85","94","55","98","2","1",".289",".356",".496",".852",".363","56.8","19611"
"Justin Turner","","115","487","420","120","24","1","17","68","62","51","76","2","1",".286",".376",".468",".844",".362","225.8","5235"
"Manny Machado","Padres","150","659","586","162","28","2","35","92","104","63","109","11","4",".276",".347",".510",".857",".360","19.6","11493"
"Rafael Devers","Red Sox","148","642","591","167","39","3","32","97","101","45","140","4","3",".283",".337",".518",".855",".359","41.1","17350"
"Eugenio Suarez","Reds","149","639","553","136","23","2","38","87","100","73","175","3","1",".247",".341",".499",".840",".356","80.7","12552"
"Matt Chapman","Athletics","139","592","525","130","30","4","33","85","86","56","157","1","1",".247",".326",".504",".831",".351","108.8","16505"
"Kris Bryant","Cubs","143","635","549","143","30","3","26","92","77","67","151","2","1",".260",".355",".468",".823",".351","130.8","15429"
"Nicholas Castellanos","Reds","149","648","591","159","39","4","30","93","89","47","160","2","2",".269",".328",".500",".828",".350","84.5","11737"
"Yandy Diaz","Rays","106","444","383","105","18","1","12","56","45","56","73","1","1",".273",".368",".421",".789",".346","458.9","16578"
"Ke'Bryan Hayes","Pirates","132","533","478","132","29","4","16","68","60","46","107","7","3",".276",".345",".458",".803",".345","144.9","18577"
"Alec Bohm","Phillies","137","591","529","149","27","2","19","75","76","51","109","4","2",".282",".347",".452",".799",".344","999.0","21618"
"Tommy La Stella","","135","520","463","129","24","2","15","69","60","49","47","2","1",".278",".352",".436",".788",".342","317.8","12371"
"J.D. Davis","Mets","131","536","474","124","24","1","20","67","63","53","128","2","1",".262",".343",".446",".789",".341","221.2","16219"
"Miguel Sano","Twins","137","569","500","114","24","1","36","81","86","63","219","0","0",".227",".317",".498",".816",".341","195.0","12164"
"Wilmer Flores","Giants","101","405","373","103","21","1","17","48","54","24","56","1","1",".276",".325",".471",".796",".338","313.7","5827"
"Yoan Moncada","White Sox","141","613","543","139","27","5","23","81","75","61","180","6","3",".257",".334",".451",".785",".337","86.4","17232"
"Mike Brosseau","Rays","76","278","250","65","13","1","11","35","36","21","73","3","1",".262",".329",".457",".786",".337","435.4","19683"
"Mike Moustakas","Reds","138","577","514","128","26","1","31","70","88","51","109","3","1",".250",".323",".484",".807",".337","120.9","4892"
"Yoshitomo Tsutsugo","Rays","91","357","309","72","14","1","17","47","47","44","94","0","0",".233",".330",".447",".777",".334","495.0","27459"
"Brian Anderson","Marlins","143","602","531","135","27","2","21","71","78","54","146","2","1",".254",".336",".436",".772",".334","230.8","18289"
"Giovanny Urshela","Yankees","139","557","507","140","27","1","19","71","76","39","93","2","1",".277",".330",".445",".775",".332","158.8","10681"
"Hunter Dozier","Royals","139","586","519","128","27","5","22","73","68","61","155","7","2",".247",".328",".442",".770",".332","234.2","15117"
"Jeimer Candelario","Tigers","137","566","499","125","27","4","19","68","68","57","137","3","2",".251",".334",".432",".766",".332","254.3","13621"
"Austin Riley","Braves","132","556","507","127","25","2","27","71","81","40","152","1","1",".250",".310",".468",".778",".330","211.4","18360"
"Ty France","Mariners","107","425","383","99","19","1","15","51","54","27","92","1","1",".259",".327",".432",".758",".328","333.2","17982"
"Renato Nunez","","123","514","463","113","22","0","25","64","72","40","137","1","0",".243",".312",".454",".766",".327","428.5","14503"
"Colin Moran","Pirates","137","548","496","129","25","1","20","63","71","43","128","1","1",".261",".323",".440",".763",".327","426.1","16909"
"Jedd Gyorko","","77","271","239","57","9","1","12","33","35","28","67","1","1",".241",".322",".437",".759",".326","590.4","10816"
"Taylor Ward","Angels","61","240","212","53","10","1","7","31","25","25","64","4","1",".251",".334",".412",".746",".326","600.9","17548"
"Asdrubal Cabrera","","97","400","357","90","19","2","14","48","55","36","80","1","1",".252",".321",".435",".756",".324","518.7","4962"
"Matt Carpenter","Cardinals","116","472","398","89","21","1","16","60","56","63","126","2","1",".223",".338",".406",".744",".323","557.6","8090"
"Eduardo Escobar","Diamondbacks","141","608","553","143","28","6","22","73","79","44","117","3","1",".258",".314",".450",".764",".323","324.7","6153"
"Kyle Seager","Mariners","137","571","502","120","26","1","24","70","80","55","101","7","2",".239",".320",".438",".758",".321","264.1","9785"
"Edwin Rios","Dodgers","109","401","366","86","19","1","21","52","61","28","127","1","1",".235",".296",".461",".757",".321","335.2","18316"
"Andy Young","Diamondbacks","28","106","95","22","4","1","4","13","12","7","29","1","0",".235",".311",".424",".736",".318","999.0","19521"
"Miguel Andujar","Yankees","55","209","196","52","11","1","8","24","27","10","34","0","0",".264",".300",".449",".749",".318","516.0","15878"
"Tommy Edman","Cardinals","141","607","558","149","27","6","14","79","63","38","115","13","5",".267",".321",".412",".734",".318","131.4","19470"
"David Bote","Cubs","104","389","340","79","15","2","14","45","52","40","105","5","2",".233",".321",".408",".729",".317","502.8","14593"
"David Fletcher","Angels","141","621","565","161","31","3","6","78","53","46","66","8","3",".284",".340",".381",".721",".317","226.5","17992"
"Isaac Paredes","Tigers","113","441","397","103","21","1","10","46","46","37","73","2","1",".259",".329",".393",".722",".316","541.6","20036"
"Maikel Franco","","120","483","442","113","22","1","19","53","68","34","73","1","1",".255",".309",".436",".745",".316","442.0","12179"
"Christian Arroyo","Red Sox","59","237","216","55","11","1","8","28","28","16","52","1","1",".256",".314",".424",".738",".315","598.4","16434"
"Carter Kieboom","Nationals","120","500","434","107","20","1","10","60","53","55","125","2","2",".246",".339",".369",".709",".315","462.1","19958"
"Wyatt Mathisen","Diamondbacks","33","132","116","27","5","0","5","16","15","12","40","1","0",".229",".317",".402",".718",".314","999.0","14555"
"Evan Longoria","Giants","124","526","481","121","24","2","18","60","67","34","107","2","1",".251",".305",".426",".731",".311","427.3","9368"
"Travis Shaw","","82","331","289","64","13","0","13","38","41","38","89","1","1",".223",".317",".408",".725",".310","561.9","11982"
"Abraham Toro","Astros","35","136","122","29","6","1","4","17","16","11","29","1","1",".239",".313",".399",".712",".310","598.6","19844"
"Johan Camargo","Braves","54","214","197","49","11","1","7","26","26","15","48","1","0",".250",".307",".415",".722",".309","594.5","14950"
"Phillip Evans","Pirates","74","303","273","67","14","1","7","32","31","25","55","1","1",".247",".318",".385",".703",".308","999.0","12950"
"Matt Thaiss","Angels","20","79","71","16","3","0","3","9","9","8","20","0","0",".229",".309",".398",".707",".308","999.0","19318"
"Luis Guillorme","Mets","78","262","229","58","11","1","3","28","25","28","51","5","1",".253",".338",".350",".688",".307","600.7","16451"
"Daniel Robertson","Brewers","27","87","75","18","3","0","2","9","8","9","21","0","1",".238",".337",".364",".701",".307","999.0","14145"
"Todd Frazier","","70","283","251","57","11","1","10","33","34","25","66","2","1",".226",".308",".399",".707",".306","600.6","785"
"Matt Duffy","Cubs","38","162","144","37","7","1","2","17","15","14","28","2","1",".259",".331",".359",".690",".306","999.0","13836"
"Rio Ruiz","Orioles","128","504","454","108","22","2","17","55","62","43","110","2","1",".238",".306",".402",".708",".305","522.7","14103"
"Pablo Sandoval","","36","127","115","28","5","0","5","14","16","9","29","0","0",".239",".298",".409",".708",".305","999.0","5409"
"Hanser Alberto","","104","439","413","115","21","1","8","51","43","13","50","4","2",".279",".307",".391",".699",".302","529.7","11902"
"Jake Lamb","","70","270","234","50","11","1","9","31","32","30","72","1","1",".215",".313",".393",".706",".302","596.5","13329"
"Isiah Kiner-Falefa","Rangers","135","550","500","130","22","3","7","63","44","37","89","14","5",".260",".319",".358",".677",".299","293.7","16512"
"Vimael Machin","Athletics","52","202","179","43","9","1","3","21","17","20","33","1","1",".242",".323",".346",".669",".297","999.0","17684"
"Greg Garcia","","37","119","101","23","4","1","1","13","9","14","27","1","0",".232",".333",".322",".655",".297","999.0","10951"
"Zach Green","","6","23","21","4","1","0","1","3","3","2","8","0","0",".212",".284",".405",".689",".296","999.0","14973"
"Alex Blandino","Reds","34","140","119","26","6","0","3","16","12","15","39","1","0",".215",".317",".340",".657",".294","999.0","16271"
"Kyle Farmer","Reds","66","207","190","46","10","1","5","20","21","12","47","3","1",".242",".296",".376",".672",".292","999.0","14813"
"Kelvin Gutierrez","Royals","18","71","65","15","3","0","1","7","7","6","21","1","0",".237",".305",".357",".662",".291","999.0","17468"
"Yolmer Sanchez","Orioles","132","473","424","105","21","3","7","51","42","39","100","4","3",".247",".316",".363",".679",".291","596.1","11602"
"Yu-Cheng Chang","Indians","47","153","138","30","7","1","4","18","16","13","43","1","1",".221",".293",".370",".664",".290","600.1","14773"
"Ehire Adrianza","","63","216","193","45","10","1","3","24","19","18","46","2","1",".235",".305",".349",".653",".287","597.8","8418"
"Sherten Apostel","Rangers","18","69","63","14","2","0","2","8","8","6","22","0","0",".222",".288",".358",".646",".283","999.0","21794"
"Sergio Alcantara","Tigers","47","173","155","37","6","1","2","17","14","16","34","2","1",".236",".309",".323",".632",".283","999.0","16417"
"Brandon Drury","Mets","14","55","50","11","2","0","2","5","6","4","13","0","0",".228",".283",".376",".659",".281","999.0","11615"
"Ronald Torreyes","","26","88","84","20","4","0","2","9","8","3","11","0","0",".244",".276",".362",".638",".276","999.0","11400"
